path,true_type,verdict,anomaly_score,triaged_to_vlm,pred_type,type_correct,stage1_seconds,stage2_seconds,report,confidence,bbox,parse_ok,region_count,decision_policy,vlm_is_defect,vlm_confidence,vlm_disagrees,vlm_error
datasets/MVTecAD/bottle/test/contamination/009.png,contamination,defect,1.0,False,,,0.30627510000022085,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/010.png,contamination,defect,0.6119351387023926,False,,,0.3035203000004003,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/011.png,contamination,defect,1.0,False,,,0.30872679999993125,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/012.png,contamination,defect,0.6759766936302185,False,,,0.2982716999999866,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/013.png,contamination,defect,1.0,False,,,0.30040650000000824,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/014.png,contamination,defect,1.0,False,,,0.3031978999997591,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/015.png,contamination,defect,0.6165533065795898,False,,,0.3272917999997844,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/016.png,contamination,defect,0.929271936416626,False,,,0.30390289999968445,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/017.png,contamination,defect,0.9138145446777344,False,,,0.29162129999986064,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/018.png,contamination,defect,0.5897562503814697,False,,,0.292127199999868,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/019.png,contamination,defect,1.0,False,,,0.2910259000000224,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/020.png,contamination,defect,0.5735111236572266,False,,,0.2767367999999806,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/contamination/021.png,contamination,defect,1.0,False,,,0.2937692000000425,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/006.png,good,pass,0.2846347689628601,False,,,0.2797888999998577,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/007.png,good,pass,0.21368944644927979,False,,,0.28508800000008705,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/008.png,good,pass,0.212485671043396,False,,,0.28582860000005894,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/009.png,good,pass,0.23378002643585205,False,,,0.29016120000005685,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/010.png,good,pass,0.21367835998535156,False,,,0.2983566000002611,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/011.png,good,pass,0.2000434398651123,False,,,0.2811509999996815,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/012.png,good,pass,0.21861469745635986,False,,,0.28053479999971387,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/013.png,good,pass,0.2617885172367096,False,,,0.29208109999990484,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/014.png,good,pass,0.17300724983215332,False,,,0.3115962000001673,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/015.png,good,pass,0.2162364423274994,False,,,0.31514900000001944,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/016.png,good,pass,0.28320369124412537,False,,,0.2931397000002107,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/017.png,good,pass,0.24390417337417603,False,,,0.30202879999978904,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/018.png,good,pass,0.32761406898498535,False,,,0.2880261000000246,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/019.png,good,pass,0.29048430919647217,False,,,0.291888199999903,0,,,,,0,detector-only,,,False,
datasets/MVTecAD/bottle/test/good/020.png,good,pass,0.2220359444618225,False,,,0.3127017000001615,0,,,,,0,detector-only,,,False,
